Date,Mar 2023,May 2023,Jul 2023,Sep 2023,diff
2022-01-03,534.0,534.0,534.0,525.0,1
2022-01-04,544.75,544.75,544.75,535.75,1
2022-01-05,535.75,535.75,535.75,526.75,1
2022-01-06,528.75,528.75,528.75,519.75,1
2022-01-07,533.0,533.0,533.0,524.0,1
2022-01-10,537.0,537.0,537.0,528.0,3
2022-01-11,530.5,530.5,530.5,521.5,1
2022-01-12,529.5,529.5,529.5,520.5,1
2022-01-13,521.25,521.25,521.25,512.25,1
2022-01-14,503.25,503.25,503.25,494.25,1
2022-01-18,531.25,531.25,531.25,522.25,4
2022-01-19,545.25,545.25,545.25,536.25,1
2022-01-20,539.5,539.5,539.5,530.5,1
2022-01-21,515.25,515.25,515.25,506.25,1
2022-01-24,525.0,525.0,525.0,516.0,3
2022-01-25,524.75,524.75,524.75,515.75,1
2022-01-26,530.75,530.75,530.75,521.75,1
2022-01-27,529.0,529.0,529.0,520.0,1
2022-01-28,534.25,534.25,534.25,525.25,1
2022-01-31,533.75,533.75,533.75,524.75,3
2022-02-01,547.0,547.0,547.0,538.0,1
2022-02-02,540.0,540.0,540.0,531.0,1
2022-02-03,535.25,535.25,535.25,526.25,1
2022-02-04,533.25,533.25,533.25,524.25,1
2022-02-07,532.0,532.0,532.0,523.0,3
2022-02-08,532.25,532.25,532.25,523.25,1
2022-02-09,523.0,523.0,523.0,514.0,1
2022-02-10,513.5,513.5,513.5,504.5,1
2022-02-11,516.25,516.25,516.25,507.25,1
2022-02-14,510.75,510.75,510.75,501.75,3
2022-02-15,494.75,494.75,494.75,485.75,1
2022-02-16,504.25,504.25,504.25,495.25,1
2022-02-17,507.5,507.5,507.5,498.5,1
2022-02-18,511.5,511.5,511.5,502.5,1
2022-02-22,503.25,503.25,503.25,494.25,4
2022-02-23,501.0,501.75,501.75,492.75,1
2022-02-24,489.25,490.0,490.0,481.0,1
2022-02-25,454.75,455.5,455.5,446.5,1
2022-02-28,475.75,476.5,476.5,467.5,3
2022-03-01,494.75,495.5,495.5,486.5,1
2022-03-02,470.5,471.25,471.25,462.25,1
2022-03-03,474.25,475.0,475.0,466.0,1
2022-03-04,479.25,480.0,480.0,471.0,1
2022-03-07,484.0,484.75,484.75,475.75,3
2022-03-08,485.0,485.75,485.75,476.75,1
2022-03-09,490.5,491.25,491.25,482.25,1
2022-03-10,503.5,504.25,504.25,495.25,1
2022-03-11,503.75,501.25,501.25,492.25,1
2022-03-14,499.5,499.75,499.75,490.75,3
2022-03-15,502.5,502.0,502.0,493.0,1
2022-03-16,506.75,506.25,506.25,497.25,1
2022-03-17,514.25,513.75,513.75,504.75,1
2022-03-18,520.0,519.5,519.5,510.5,1
2022-03-21,530.75,530.25,530.25,521.25,3
2022-03-22,533.75,533.25,533.25,524.25,1
2022-03-23,546.0,545.5,545.5,536.5,1
2022-03-24,534.75,534.25,534.25,525.25,1
2022-03-25,561.0,560.5,560.5,551.5,1
2022-03-28,565.0,564.5,564.5,555.5,3
2022-03-29,536.75,536.25,536.25,527.25,1
2022-03-30,551.25,550.75,550.75,541.75,1
2022-03-31,551.75,551.25,551.25,542.25,1
2022-04-01,570.0,569.5,569.5,560.5,1
2022-04-04,565.5,565.0,565.0,556.0,3
2022-04-05,570.75,570.25,570.25,561.25,1
2022-04-06,575.5,575.0,575.0,566.0,1
2022-04-07,579.25,578.75,578.75,569.75,1
2022-04-08,605.75,605.25,605.25,596.25,1
2022-04-11,613.75,613.25,613.25,604.25,3
2022-04-12,613.0,612.5,612.5,603.5,1
2022-04-13,603.25,602.75,602.75,593.75,1
2022-04-14,578.75,578.25,578.25,569.25,1
2022-04-19,593.75,593.25,593.25,573.75,5
2022-04-20,595.5,595.0,595.0,572.25,1
2022-04-21,588.75,588.25,588.25,563.0,1
2022-04-22,599.25,598.75,598.75,572.75,1
2022-04-25,595.5,595.0,595.0,569.0,3
2022-04-26,591.0,590.5,590.5,562.25,1
2022-04-27,592.75,592.25,592.25,564.0,1
2022-04-28,596.0,595.5,595.5,567.25,1
2022-04-29,590.75,590.25,590.25,562.0,1
2022-05-02,591.0,589.0,589.0,560.75,3
2022-05-03,596.5,595.0,595.0,566.75,1
2022-05-04,592.5,589.75,589.75,561.5,1
2022-05-05,583.5,581.25,581.25,553.0,1
2022-05-06,567.5,565.5,565.5,537.25,1
2022-05-09,559.75,559.0,559.0,530.75,3
2022-05-10,553.0,553.0,553.0,524.75,1
2022-05-11,562.75,561.75,561.75,533.5,1
2022-05-12,589.75,588.75,588.75,560.5,1
2022-05-13,585.5,582.75,582.5,554.25,1
2022-05-16,590.75,587.0,586.75,558.5,3
2022-05-17,601.0,597.25,597.0,568.75,1
2022-05-18,591.0,587.25,587.0,558.75,1
2022-05-19,582.75,579.0,578.75,550.5,1
2022-05-20,580.5,576.75,576.5,548.25,1
2022-05-23,595.5,591.75,591.5,563.25,3
2022-05-24,612.5,608.75,608.5,579.75,1
2022-05-25,614.75,611.0,610.75,579.75,1
2022-05-26,617.75,614.0,613.75,579.75,1
2022-05-27,629.0,625.25,625.0,579.75,1
2022-05-31,623.5,619.75,619.5,574.25,4
2022-06-01,625.0,621.25,621.0,575.75,1
2022-06-02,625.75,622.0,621.75,576.5,1
2022-06-03,628.25,624.5,624.25,577.75,1
2022-06-06,628.5,624.75,624.5,578.0,3
2022-06-07,628.5,624.75,624.5,578.0,1
2022-06-08,621.0,617.25,617.0,570.5,1
2022-06-09,629.25,625.5,625.25,578.75,1
2022-06-10,612.0,608.25,608.0,561.5,1
2022-06-13,620.75,617.0,616.75,570.25,3
2022-06-14,620.75,617.0,616.75,570.25,1
2022-06-15,615.75,612.0,611.0,565.75,1
2022-06-16,615.5,611.75,610.75,565.5,1
2022-06-17,616.0,612.25,611.25,566.0,1
2022-06-21,594.25,590.5,589.5,544.25,4
2022-06-22,580.0,576.25,575.25,530.0,1
2022-06-23,535.0,532.25,531.25,486.0,1
2022-06-24,505.5,502.75,501.75,456.5,1
2022-06-27,487.5,484.75,483.75,438.5,3
2022-06-28,494.0,491.25,490.25,445.0,1
2022-06-29,500.5,493.75,491.5,450.5,1
2022-06-30,494.75,487.75,489.5,448.5,1
