Date,Mar 2024,May 2024,Jul 2024,Sep 2024,diff
2023-01-03,1386.0,1379.75,1380.0,1339.0,1
2023-01-04,1381.25,1375.0,1375.5,1334.5,1
2023-01-05,1373.75,1368.0,1368.5,1327.5,1
2023-01-06,1382.75,1374.5,1375.0,1331.25,1
2023-01-09,1379.0,1371.75,1371.25,1327.5,3
2023-01-10,1381.5,1375.5,1374.75,1331.0,1
2023-01-11,1377.75,1371.25,1370.5,1326.75,1
2023-01-12,1383.5,1376.0,1374.25,1330.0,1
2023-01-13,1381.25,1374.0,1372.5,1327.75,1
2023-01-17,1381.0,1373.75,1372.5,1327.75,4
2023-01-18,1365.0,1359.25,1358.25,1313.5,1
2023-01-19,1358.75,1353.75,1353.25,1308.5,1
2023-01-20,1346.5,1341.75,1341.0,1296.25,1
2023-01-23,1335.0,1330.5,1330.0,1285.25,3
2023-01-24,1333.0,1328.25,1327.75,1283.0,1
2023-01-25,1338.75,1333.75,1333.25,1289.75,1
2023-01-26,1345.0,1339.5,1338.5,1295.0,1
2023-01-27,1346.25,1342.0,1341.5,1298.0,1
2023-01-30,1359.5,1354.0,1353.0,1309.5,3
2023-01-31,1356.5,1351.75,1351.0,1307.5,1
2023-02-01,1355.75,1352.25,1352.0,1308.5,1
2023-02-02,1365.25,1361.75,1361.5,1318.0,1
2023-02-03,1364.0,1360.0,1359.75,1316.25,1
2023-02-06,1363.25,1359.5,1359.5,1314.0,3
2023-02-07,1366.5,1362.75,1362.5,1317.0,1
2023-02-08,1365.0,1359.75,1359.25,1313.75,1
2023-02-09,1360.5,1356.5,1356.0,1310.5,1
2023-02-10,1372.75,1367.5,1366.5,1321.0,1
2023-02-13,1377.5,1371.5,1369.75,1323.5,3
2023-02-14,1374.5,1368.25,1367.25,1321.0,1
2023-02-15,1368.5,1363.5,1362.75,1316.5,1
2023-02-16,1375.75,1370.25,1368.75,1322.5,1
2023-02-17,1378.25,1372.75,1371.5,1325.25,1
2023-02-21,1391.5,1386.0,1385.0,1334.75,4
2023-02-22,1390.25,1385.75,1385.75,1336.75,1
2023-02-23,1381.0,1376.0,1375.5,1328.5,1
2023-02-24,1370.0,1367.0,1367.75,1320.0,1
2023-02-27,1369.5,1366.75,1367.75,1321.0,3
2023-02-28,1346.5,1344.75,1346.5,1299.0,1
2023-03-01,1357.25,1354.75,1356.0,1307.25,1
2023-03-02,1363.0,1359.5,1360.0,1311.25,1
2023-03-03,1367.75,1364.5,1365.25,1316.5,1
2023-03-06,1373.5,1371.0,1372.25,1323.5,3
2023-03-07,1368.25,1366.5,1368.25,1320.0,1
2023-03-08,1366.0,1364.75,1366.5,1319.0,1
2023-03-09,1354.5,1353.25,1354.75,1307.5,1
2023-03-10,1353.25,1352.0,1353.5,1306.0,1
2023-03-13,1336.75,1336.75,1339.75,1296.5,3
2023-03-14,1335.5,1335.25,1338.0,1294.5,1
2023-03-15,1322.25,1322.0,1324.25,1281.5,1
2023-03-16,1321.75,1321.75,1324.0,1280.5,1
2023-03-17,1312.0,1313.0,1315.25,1272.0,1
2023-03-20,1309.75,1311.0,1313.75,1270.75,3
2023-03-21,1295.75,1296.75,1299.5,1256.5,1
2023-03-22,1275.25,1277.25,1280.0,1238.0,1
2023-03-23,1264.25,1267.5,1270.5,1228.5,1
2023-03-24,1278.5,1281.75,1284.75,1242.75,1
2023-03-27,1292.5,1295.25,1298.5,1257.0,3
2023-03-28,1305.75,1308.0,1310.5,1266.75,1
2023-03-29,1305.0,1307.75,1310.0,1266.75,1
2023-03-30,1304.75,1306.5,1309.25,1266.25,1
2023-03-31,1317.5,1317.75,1319.75,1272.0,1
2023-04-03,1330.75,1331.5,1333.5,1280.5,3
2023-04-04,1320.5,1321.5,1323.75,1272.0,1
2023-04-05,1316.0,1317.5,1320.25,1268.25,1
2023-04-06,1310.5,1312.25,1315.25,1264.5,1
2023-04-11,1314.5,1316.25,1319.0,1267.75,5
2023-04-12,1307.75,1309.75,1312.75,1264.0,1
2023-04-13,1313.25,1315.0,1317.5,1267.75,1
2023-04-14,1302.75,1304.75,1307.0,1257.25,1
2023-04-17,1312.0,1313.25,1314.75,1264.25,3
2023-04-18,1319.75,1320.5,1322.0,1272.0,1
2023-04-19,1310.0,1311.25,1313.25,1263.25,1
2023-04-20,1302.75,1304.5,1306.75,1257.0,1
2023-04-21,1289.5,1291.75,1294.0,1244.25,1
2023-04-24,1281.0,1283.75,1286.5,1237.5,3
2023-04-25,1270.75,1273.5,1276.25,1228.0,1
2023-04-26,1270.75,1273.25,1276.5,1228.75,1
2023-04-27,1262.0,1265.5,1269.0,1226.0,1
2023-04-28,1270.75,1274.0,1277.25,1233.25,1
2023-05-02,1279.5,1284.75,1288.25,1245.25,4
2023-05-03,1286.5,1292.0,1295.5,1253.75,1
2023-05-04,1281.25,1285.75,1288.75,1246.5,1
2023-05-05,1289.75,1293.25,1295.5,1251.75,1
2023-05-08,1282.5,1286.75,1289.25,1247.25,3
2023-05-09,1268.0,1273.75,1277.75,1236.5,1
2023-05-10,1265.5,1271.75,1276.0,1236.0,1
2023-05-11,1261.5,1267.25,1271.25,1234.25,1
2023-05-12,1238.0,1244.0,1248.25,1213.25,1
2023-05-15,1244.5,1249.75,1254.0,1216.25,3
2023-05-16,1221.25,1227.0,1232.25,1195.75,1
2023-05-17,1201.75,1207.5,1212.75,1177.25,1
2023-05-18,1200.5,1206.0,1211.25,1175.0,1
2023-05-19,1189.0,1194.25,1200.0,1166.5,1
2023-05-22,1208.5,1212.0,1216.5,1181.75,3
2023-05-23,1200.25,1205.0,1208.75,1175.25,1
2023-05-24,1197.5,1202.0,1206.25,1172.25,1
2023-05-25,1185.0,1189.75,1194.25,1160.5,1
2023-05-26,1200.0,1203.5,1208.0,1172.75,1
2023-05-30,1166.5,1171.75,1177.0,1146.0,4
2023-05-31,1159.75,1165.0,1170.0,1133.0,1
2023-06-01,1179.5,1183.25,1187.0,1147.25,1
2023-06-02,1193.0,1196.5,1200.25,1160.25,1
2023-06-05,1189.0,1193.0,1197.5,1154.75,3
2023-06-06,1193.5,1197.0,1201.5,1157.75,1
2023-06-07,1185.5,1187.75,1191.75,1147.25,1
2023-06-08,1197.0,1199.25,1203.25,1159.25,1
2023-06-09,1211.75,1213.5,1217.5,1174.25,1
2023-06-12,1218.75,1221.25,1225.0,1182.25,3
2023-06-13,1245.75,1246.5,1250.0,1204.0,1
2023-06-14,1245.5,1246.0,1249.0,1204.0,1
2023-06-15,1287.5,1282.0,1282.75,1232.25,1
2023-06-16,1327.75,1318.75,1317.75,1255.0,1
2023-06-20,1333.5,1325.75,1325.0,1258.0,4
2023-06-21,1365.25,1354.5,1351.5,1277.5,1
2023-06-22,1338.0,1332.0,1329.25,1263.5,1
2023-06-23,1313.25,1310.5,1310.75,1254.75,1
2023-06-26,1325.75,1323.75,1324.5,1264.0,3
2023-06-27,1297.25,1295.0,1296.0,1244.0,1
2023-06-28,1270.5,1269.5,1271.5,1219.75,1
2023-06-29,1270.0,1268.75,1270.25,1217.75,1
2023-06-30,1326.0,1314.5,1307.75,1229.25,1
2023-07-03,1343.0,1335.0,1331.25,1257.0,3
2023-07-05,1349.25,1342.25,1338.5,1269.25,2
2023-07-06,1337.0,1331.0,1328.0,1260.75,1
2023-07-07,1317.0,1312.75,1310.0,1243.25,1
2023-07-10,1338.75,1331.5,1327.25,1259.75,3
2023-07-11,1350.5,1342.5,1337.75,1268.5,1
2023-07-12,1322.25,1315.25,1311.5,1244.5,1
2023-07-13,1360.5,1352.0,1346.25,1277.25,1
2023-07-14,1365.5,1357.75,1353.5,1286.75,1
2023-07-17,1371.75,1363.75,1359.25,1288.25,3
2023-07-18,1387.0,1378.5,1373.25,1299.5,1
2023-07-19,1399.75,1391.25,1386.0,1313.5,1
2023-07-20,1399.25,1392.75,1387.75,1316.25,1
2023-07-21,1397.75,1391.5,1386.25,1314.0,1
2023-07-24,1418.75,1411.75,1406.5,1333.0,3
2023-07-25,1414.0,1407.0,1402.0,1328.5,1
2023-07-26,1413.25,1405.5,1400.0,1326.5,1
2023-07-27,1396.25,1390.75,1386.5,1313.75,1
2023-07-28,1382.25,1377.5,1373.75,1304.75,1
2023-07-31,1336.25,1334.25,1331.25,1268.0,3
2023-08-01,1347.0,1345.75,1342.0,1276.25,1
2023-08-02,1329.25,1329.75,1327.75,1266.0,1
2023-08-03,1333.0,1334.0,1332.0,1271.5,1
2023-08-04,1341.75,1343.0,1341.5,1280.75,1
2023-08-07,1312.75,1316.0,1316.0,1265.25,3
2023-08-08,1317.75,1321.25,1321.5,1271.75,1
2023-08-09,1321.25,1325.0,1325.75,1273.5,1
2023-08-10,1331.5,1335.25,1336.0,1283.25,1
2023-08-11,1321.25,1325.0,1325.25,1270.75,1
2023-08-14,1336.75,1338.75,1337.25,1281.25,3
2023-08-15,1320.25,1324.0,1324.0,1270.75,1
2023-08-16,1338.0,1341.5,1341.25,1286.5,1
2023-08-17,1346.0,1350.75,1351.75,1299.75,1
2023-08-18,1366.75,1369.75,1369.75,1312.75,1
2023-08-21,1374.25,1376.25,1375.5,1315.0,3
2023-08-22,1360.0,1363.25,1363.5,1302.0,1
2023-08-23,1374.75,1377.5,1377.25,1313.75,1
2023-08-24,1387.5,1389.75,1389.0,1322.25,1
2023-08-25,1402.5,1402.5,1400.25,1330.25,1
2023-08-28,1417.0,1415.5,1411.75,1336.0,3
2023-08-29,1407.5,1407.5,1405.0,1334.5,1
2023-08-30,1402.75,1403.5,1401.25,1331.25,1
2023-08-31,1385.25,1386.75,1385.25,1313.75,1
2023-09-01,1387.25,1389.25,1387.75,1315.0,1
2023-09-05,1385.0,1388.25,1387.0,1318.25,4
2023-09-06,1394.0,1395.75,1393.0,1318.75,1
2023-09-07,1379.5,1382.25,1380.0,1309.5,1
2023-09-08,1384.25,1387.5,1384.5,1315.0,1
2023-09-11,1391.25,1395.25,1392.25,1322.5,3
2023-09-12,1370.75,1376.75,1375.25,1308.25,1
2023-09-13,1375.75,1381.75,1381.25,1313.5,1
2023-09-14,1385.0,1390.75,1390.0,1320.75,1
2023-09-15,1365.5,1371.0,1370.0,1303.0,1
2023-09-18,1343.5,1350.25,1350.25,1284.5,3
2023-09-19,1342.25,1349.0,1349.25,1284.0,1
2023-09-20,1346.75,1353.5,1354.0,1292.0,1
2023-09-21,1322.25,1330.0,1332.0,1272.25,1
2023-09-22,1324.75,1332.0,1333.25,1274.75,1
2023-09-25,1327.0,1335.0,1336.75,1278.5,3
2023-09-26,1332.75,1340.75,1342.25,1283.25,1
2023-09-27,1335.75,1344.75,1347.25,1290.0,1
2023-09-28,1331.5,1340.75,1343.25,1286.25,1
2023-09-29,1310.25,1322.0,1327.25,1275.5,1
2023-10-02,1313.25,1326.5,1333.0,1282.25,3
2023-10-03,1307.5,1320.75,1326.75,1277.75,1
2023-10-04,1307.25,1320.25,1326.0,1274.75,1
2023-10-05,1312.75,1325.0,1329.75,1276.25,1
2023-10-06,1299.25,1313.25,1320.25,1269.5,1
2023-10-09,1295.75,1308.5,1315.25,1263.75,3
2023-10-10,1300.5,1312.0,1317.75,1264.25,1
2023-10-11,1285.0,1298.0,1304.75,1254.75,1
2023-10-12,1319.5,1332.0,1338.25,1277.25,1
2023-10-13,1312.75,1326.0,1332.5,1270.5,1
2023-10-16,1318.75,1331.75,1338.25,1273.25,3
2023-10-17,1329.25,1341.5,1347.0,1280.25,1
2023-10-18,1340.0,1351.25,1356.0,1286.5,1
2023-10-19,1340.0,1351.5,1357.0,1289.25,1
2023-10-20,1331.0,1344.0,1350.75,1286.75,1
2023-10-23,1318.25,1332.0,1339.25,1277.5,3
2023-10-24,1326.0,1339.0,1346.0,1280.75,1
2023-10-25,1321.75,1335.25,1341.75,1277.0,1
2023-10-26,1313.75,1327.75,1334.75,1273.5,1
2023-10-27,1333.25,1346.75,1353.75,1290.5,1
2023-10-30,1322.25,1336.25,1343.75,1281.25,3
2023-10-31,1324.75,1338.75,1346.0,1283.25,1
2023-11-01,1328.75,1342.5,1349.25,1284.75,1
2023-11-02,1342.0,1354.75,1360.75,1295.75,1
2023-11-03,1366.5,1379.0,1384.25,1315.5,1
2023-11-06,1378.5,1391.0,1396.25,1325.25,3
2023-11-07,1374.0,1385.0,1389.25,1316.0,1
2023-11-08,1377.0,1387.0,1390.0,1314.75,1
2023-11-09,1357.5,1369.5,1373.5,1302.5,1
2023-11-10,1360.75,1371.5,1374.0,1300.5,1
2023-11-13,1395.0,1405.0,1407.25,1328.5,3
2023-11-14,1402.5,1412.5,1414.5,1333.5,1
2023-11-15,1399.5,1410.75,1413.5,1335.0,1
2023-11-16,1375.0,1386.5,1389.25,1315.5,1
2023-11-17,1356.5,1369.0,1373.25,1303.0,1
2023-11-20,1383.25,1395.0,1398.5,1324.75,3
2023-11-21,1393.0,1404.75,1408.5,1333.5,1
2023-11-22,1374.25,1387.25,1392.0,1320.75,1
2023-11-24,1348.75,1362.0,1367.0,1298.5,2
2023-11-27,1348.25,1361.75,1367.5,1298.5,3
2023-11-28,1364.75,1378.25,1383.75,1312.0,1
2023-11-29,1365.5,1378.75,1383.75,1312.0,1
2023-11-30,1362.25,1375.25,1380.75,1312.0,1
